Year;MonthOfYear;DayOfMonth;HourOfDay(UTC);DayOfYear;DayOfCentury;AirPressure(hPa);AirTemperature(C);AirTemperatureHygroClip(C);RelativeHumidity_wrtWater(%);RelativeHumidity(%);WindSpeed(m/s);WindDirection(d);ShortwaveRadiationDown(W/m2);ShortwaveRadiationDown_Cor(W/m2);ShortwaveRadiationUp(W/m2);ShortwaveRadiationUp_Cor(W/m2);Albedo_theta<70d;LongwaveRadiationDown(W/m2);LongwaveRadiationUp(W/m2);CloudCover;SurfaceTemperature(C);HeightSensorBoom(m);HeightStakes(m);DepthPressureTransducer(m);DepthPressureTransducer_Cor(m);IceTemperature1(C);IceTemperature2(C);IceTemperature3(C);IceTemperature4(C);IceTemperature5(C);IceTemperature6(C);IceTemperature7(C);IceTemperature8(C);TiltToEast(d);TiltToNorth(d);TimeGPS(hhmmssUTC);LatitudeGPS((dd)mm.mmmmm);LongitudeGPS((dd)mm.mmmmm);ElevationGPS(m);HorDilOfPrecGPS;LoggerTemperature(C);FanCurrent(mA);BatteryVoltage(V)
2020;10;16;13;-999;-999;877;.98;40.52;83.3;83.3;9.53;158.2;103.2;-999;85.7;-999;-999;-14.5;-6.3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;16;14;-999;-999;877;1.2;40.72;79;79;8.92;163.4;107.3;-999;90.4;-999;-999;-12.4;-7.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;16;15;-999;-999;877;1.13;40.72;77.2;77.2;8.31;165.6;98;-999;85.1;-999;-999;-11.4;-7.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;16;16;-999;-999;877;.77;40.38;76.2;76.2;9.89;172.1;110.7;-999;95.3;-999;-999;-31.7;-8.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;16;17;-999;-999;877;-.06;39.54;80.9;80.9;11.4;183.7;104;-999;86.5;-999;-999;-28.7;-7.3;-999;-999;2.41;.971;-9999;-999;-34.21;-33.75;-33.51;-33.56;-33.84;-34.14;-34.53;-35.11;-2.39;2.58;-999;-999;-999;1263;.9;-999;137;13.58
2020;10;16;18;-999;-999;878;-.05;39.33;89.9;89.9;12.55;184;20.2;-999;17.7;-999;-999;-14;-4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;16;19;-999;-999;878;.24;39.52;98.6;98.6;11.33;185.7;3.3;-999;3;-999;-999;-2.6;-.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;16;20;-999;-999;878;.49;39.77;94.8;94.8;10.3;173.3;.1;-999;.2;-999;-999;-9.3;-2.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;16;21;-999;-999;878;1.15;40.38;91.5;91.5;11.49;181.5;.4;-999;-.2;-999;-999;-8.1;-3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;16;22;-999;-999;877;1.63;40.95;88.8;88.8;12.44;178;-.3;-999;-1.4;-999;-999;-8.4;-4.8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;16;23;-999;-999;877;1.8;41.19;88.2;88.2;12.76;185.3;.3;-999;-.8;-999;-999;-5.9;-4.7;-999;-999;2.413;.973;-9999;-999;-34.14;-33.75;-33.51;-33.56;-33.84;-34.14;-34.51;-35.09;-2.41;2.58;-999;-999;-999;1267;.7;-999;128;12.82
2020;10;17;0;-999;-999;877;1.7;41.04;91;91;13.49;183.7;.5;-999;-.3;-999;-999;-4.5;-3.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;17;1;-999;-999;877;1.9;41.19;89.5;89.5;12.26;173.1;.2;-999;-.3;-999;-999;-5.9;-4.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;17;2;-999;-999;876;1.67;41.04;90.8;90.8;14.52;179.3;-.6;-999;-1.1;-999;-999;-13.3;-4.8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;17;3;-999;-999;876;1.63;41.02;90.8;90.8;14.39;185.8;-.1;-999;-.8;-999;-999;-8.4;-5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;17;4;-999;-999;877;1.3;40.68;92.3;92.3;11.78;200.4;-.1;-999;-.2;-999;-999;-6.1;-4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;17;5;-999;-999;877;.64;40.04;95.5;95.5;9.47;208.2;-.1;-999;-.1;-999;-999;-4;-1.5;-999;-999;2.424;.982;-9999;-999;-34.04;-33.75;-33.51;-33.56;-33.84;-34.14;-34.51;-35.09;-2.47;2.62;-999;-999;-999;1272;.8;-999;128;12.72
2020;10;17;6;-999;-999;877;-.08;39.32;98.8;98.8;7.48;219;-.2;-999;-.1;-999;-999;-3.5;-.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;17;7;-999;-999;878;-.56;38.8;99.4;99.4;8.16;223;-.1;-999;.2;-999;-999;-2.8;.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;17;8;-999;-999;878;-1.03;38.34;99.8;99.8;7.52;223.8;0;-999;0;-999;-999;-2.5;.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;17;9;-999;-999;879;-1.29;38.06;99.6;99.6;7.72;221.5;0;-999;0;-999;-999;-2.7;.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;17;10;-999;-999;880;-1.28;38.07;98.9;98.9;9.23;213.4;4.2;-999;3.9;-999;-999;-4;-.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;17;11;-999;-999;881;-1.24;38.14;99;99;7.37;213.3;17.1;-999;15.3;-999;-999;-9;-.9;-999;-999;2.386;.987;-9999;-999;-33.98;-33.79;-33.55;-33.6;-33.89;-34.18;-34.55;-35.11;-2.51;2.67;-999;-999;-999;1262;.8;-999;133;12.71
2020;10;17;12;-999;-999;882;-1.23;38.15;95.5;95.5;5.5;206.2;31.1;-999;27.5;-999;-999;-6.7;-.8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;17;13;-999;-999;882;-1.12;38.33;93.9;93.9;6.1;205.1;92;-999;80.9;-999;-999;-8.3;-1.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;17;14;-999;-999;882;-1.3;38.18;93.5;93.5;7.36;207.5;140.7;-999;130.7;-999;-999;-19.6;-2.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;17;15;-999;-999;882;-1.44;38.13;92.5;92.5;9.99;211.9;181.8;-999;178;-999;-999;-50.9;-4.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;17;16;-999;-999;883;-1.57;37.82;96.2;96.2;11;211.2;100.7;-999;83.5;-999;-999;-20.7;-1.8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;17;17;-999;-999;884;-1.73;37.64;97.9;97.9;10.52;211.7;51.3;-999;43.1;-999;-999;-7.8;-.8;-999;-999;2.428;.989;-9999;-999;-33.89;-33.79;-33.57;-33.62;-33.89;-34.18;-34.55;-35.11;-2.53;2.72;-999;-999;-999;1265;1;-999;136;12.74
2020;10;17;18;-999;-999;884;-1.99;37.4;99;99;9.82;212;25.5;-999;21.3;-999;-999;-8.5;-.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;17;19;-999;-999;885;-2.09;37.22;99.7;99.7;8.33;213;4.8;-999;4.2;-999;-999;-11.9;-.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;17;20;-999;-999;886;-2.26;37.07;98.6;98.6;6.42;211;-.5;-999;.1;-999;-999;-19.4;-1.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;17;21;-999;-999;887;-2.9;36.45;97.9;97.9;6;201.8;-.9;-999;.2;-999;-999;-39.2;-3.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;17;22;-999;-999;887;-3.22;36.05;100;100;5.39;187.9;-.6;-999;.1;-999;-999;-17.7;-2.3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;17;23;-999;-999;887;-3.03;36.28;99.9;99.9;6.38;196.1;-.2;-999;.1;-999;-999;-7.4;-1.2;-999;-999;2.439;.991;-9999;-999;-33.84;-33.84;-33.62;-33.64;-33.93;-34.22;-34.57;-35.15;-2.45;2.62;-999;-999;-999;1267;.7;-999;132;12.72
2020;10;18;0;-999;-999;887;-3.01;36.32;99.7;99.7;5.56;198.7;-.7;-999;.2;-999;-999;-8.5;-1.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;18;1;-999;-999;887;-3.22;36.13;99.7;99.7;5.59;206.5;-.4;-999;.1;-999;-999;-5.7;-1.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;18;2;-999;-999;887;-2.85;36.39;99.9;99.9;5.25;197;-.3;-999;.2;-999;-999;-2.3;-.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;18;3;-999;-999;887;-2.52;36.82;100;100;5.55;205.3;-.4;-999;.3;-999;-999;-3;-.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;18;4;-999;-999;887;-2.38;36.99;100;100;5.25;210.5;-.3;-999;.2;-999;-999;-2;-.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;18;5;-999;-999;887;-2.54;36.81;100;100;4.35;198.6;-.4;-999;.2;-999;-999;-1.8;-.4;-999;-999;2.439;.99;-9999;-999;-33.74;-33.81;-33.6;-33.65;-33.93;-34.2;-34.55;-35.16;-2.46;2.66;-999;-999;-999;1263;.7;-999;125;12.72
2020;10;18;6;-999;-999;887;-3.31;36.2;98.7;98.7;3.88;168;-1.3;-999;.3;-999;-999;-5.1;-.8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;18;7;-999;-999;886;-5.77;33.6;94.3;94.3;3.74;161.4;-1.9;-999;.4;-999;-999;-7.2;-1.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;18;8;-999;-999;886;-5.65;33.42;92.1;92.1;3.77;149.7;-1.1;-999;.3;-999;-999;-4.6;-.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;18;9;-999;-999;885;-4.64;34.53;90.9;90.9;4.49;146.4;-.7;-999;.4;-999;-999;-3.8;-1.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;18;10;-999;-999;884;-3.6;35.58;87.8;87.8;6.37;141.1;5.1;-999;5.6;-999;-999;-7.1;-2.3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;18;11;-999;-999;883;-3.13;36.17;86.3;86.3;5.62;150.9;42.4;-999;39.2;-999;-999;-21;-3.7;-999;-999;2.436;.991;-9999;-999;-33.74;-33.83;-33.64;-33.69;-33.93;-34.22;-34.59;-35.18;-2.44;2.68;-999;-999;-999;1263;.7;-999;130;12.73
2020;10;18;12;-999;-999;882;-2.27;37.01;81.7;81.7;6.72;149.7;74.9;-999;68;-999;-999;-21.8;-4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;18;13;-999;-999;881;-1.29;38.1;82.4;82.4;5.9;153.5;96.9;-999;100.5;-999;-999;-25.9;-5.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;18;14;-999;-999;880;-.01;39.37;83.3;83.3;8.17;151.8;75.8;-999;86.2;-999;-999;-49.2;-7.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;18;15;-999;-999;879;.24;39.58;89.1;89.1;7.4;158.2;83.1;-999;73.6;-999;-999;-41.6;-7.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;18;16;-999;-999;878;1.36;40.66;90.3;90.3;7.83;152.7;88.7;-999;72.1;-999;-999;-33;-7.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;18;17;-999;-999;876;1.44;40.88;88.8;88.8;6.15;154.5;77.7;-999;65.3;-999;-999;-39.9;-9.5;-999;-999;2.41;.979;-9999;-999;-33.6;-33.75;-33.56;-33.6;-33.84;-34.14;-34.48;-35.06;-2.42;2.57;-999;-999;-999;1264;.9;-999;132;13.22
2020;10;18;18;-999;-999;875;2.41;41.73;86.3;86.3;7.82;158.3;28.5;-999;22.2;-999;-999;-33.5;-8.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;18;19;-999;-999;874;2.74;42.09;79.8;79.8;9.51;149.1;4.9;-999;2.6;-999;-999;-30.5;-8.8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;18;20;-999;-999;873;1.82;41.27;75.4;75.4;8.76;152.3;-.9;-999;-.9;-999;-999;-51;-11.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;18;21;-999;-999;871;1.83;41.16;73.6;73.6;10.84;155.9;-.4;-999;.1;-999;-999;-32.3;-9.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;18;22;-999;-999;869;2.21;41.53;72.6;72.6;10.92;157.7;-.7;-999;.4;-999;-999;-44;-11.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;18;23;-999;-999;868;3.32;42.52;64.7;64.7;12.19;155.1;-.6;-999;.3;-999;-999;-44.1;-13.4;-999;-999;2.389;.979;-9999;-999;-33.56;-33.7;-33.51;-33.56;-33.82;-34.11;-34.46;-35.06;-2.56;3.02;-999;-999;-999;1263;1;-999;136;12.76
2020;10;19;0;-999;-999;866;2.75;42.04;66.4;66.4;14.96;169.2;-1.3;-999;-.4;-999;-999;-45;-12;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;19;1;-999;-999;866;2.27;41.65;64.7;64.7;15.05;168.6;-1.1;-999;-.2;-999;-999;-47.1;-12.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;19;2;-999;-999;866;1.04;40.48;77.1;77.1;15.04;189.6;-.8;-999;.1;-999;-999;-33.3;-7.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;19;3;-999;-999;867;-.33;39;96.7;96.7;12.32;185.6;-.1;-999;0;-999;-999;-9.5;-2.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;19;4;-999;-999;867;.58;39.86;88.5;88.5;15.52;193.3;-.3;-999;.1;-999;-999;-18;-4.3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;19;5;-999;-999;867;-.27;39.1;93.5;93.5;17.6;202;-.2;-999;.1;-999;-999;-15;-2.6;-999;-999;2.432;.987;-9999;-999;-33.58;-33.75;-33.53;-33.65;-33.87;-34.16;-34.48;-35.08;-2.71;2.69;-999;-999;-999;1264;.8;-999;135;12.73
2020;10;19;6;-999;-999;869;-2;37.38;97.1;97.1;17.04;216.1;-.2;-999;-.1;-999;-999;-9.3;-.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;19;7;-999;-999;871;-2.66;36.67;96.8;96.8;15.59;212.6;-.1;-999;0;-999;-999;-7;-.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;19;8;-999;-999;872;-3.6;35.71;93.8;93.8;14.89;213.4;-.8;-999;.6;-999;-999;-60.1;-3.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;19;9;-999;-999;872;-4.06;35.25;88.7;88.7;16.97;215.3;-1;-999;.4;-999;-999;-65.3;-5.3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;19;10;-999;-999;873;-4.65;34.64;91.1;91.1;16.23;212;6.2;-999;6.2;-999;-999;-64.5;-5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;19;11;-999;-999;874;-4.59;34.69;94.5;94.5;14.03;213.6;30.7;-999;25.2;-999;-999;-27.3;-2.5;-999;-999;2.422;.994;-9999;-999;-33.61;-33.83;-33.66;-33.71;-33.97;-34.24;-34.59;-35.2;-2.4;2.71;-999;-999;-999;1263;.7;-999;136;12.75
2020;10;19;12;-999;-999;875;-4.24;35.08;92.9;92.9;14.15;219.5;69.2;-999;55.7;-999;-999;-16.4;-2.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;19;13;-999;-999;875;-4.14;35.24;90.2;90.2;12.29;204.9;105;-999;83.9;-999;-999;-35.9;-4.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;19;14;-999;-999;875;-4.04;35.33;88.5;88.5;9.85;199.1;112.8;-999;91.2;-999;-999;-39.7;-5.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;19;15;-999;-999;876;-3.77;35.75;82.4;82.4;5.94;206.4;96.4;-999;80.1;-999;-999;-26.8;-6.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;19;16;-999;-999;876;-4.07;35.44;82;82;7.14;200.6;64.2;-999;55.1;-999;-999;-16.4;-5.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;19;17;-999;-999;875;-4.25;35.15;89;89;8.37;185.6;38.5;-999;33.2;-999;-999;-9.7;-2.8;-999;-999;2.448;.994;-9999;-999;-33.57;-33.81;-33.66;-33.69;-33.98;-34.22;-34.59;-35.15;-2.45;2.75;-999;-999;-999;1265;.9;-999;128;12.96
2020;10;19;18;-999;-999;875;-4.52;34.81;93.2;93.2;8.52;188;15.6;-999;13.8;-999;-999;-3.9;-1.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;19;19;-999;-999;874;-4.49;34.81;95.2;95.2;7.85;166.4;2.2;-999;2.1;-999;-999;-2.9;-.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;19;20;-999;-999;873;-4.3;34.97;95.6;95.6;9.45;179.8;0;-999;0;-999;-999;-4.4;-.8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;19;21;-999;-999;872;-4.46;34.84;96.3;96.3;11.3;182.7;0;-999;0;-999;-999;-3.6;-.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;19;22;-999;-999;871;-4.18;35.09;96.6;96.6;11.15;196.1;0;-999;0;-999;-999;-3.8;-.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;19;23;-999;-999;870;-3.66;35.62;97.3;97.3;10.39;207.9;0;-999;0;-999;-999;-4.7;-.6;-999;-999;2.43;.939;-9999;-999;-33.55;-33.81;-33.69;-33.71;-33.95;-34.22;-34.57;-35.15;-2.49;2.57;-999;-999;-999;1265;.7;-999;127;12.72
2020;10;20;0;-999;-999;869;-3.37;35.94;97.5;97.5;9.07;199;-.1;-999;0;-999;-999;-3;-.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;20;1;-999;-999;869;-3.07;36.22;98;98;8.8;199.9;0;-999;0;-999;-999;-3.5;-.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;20;2;-999;-999;869;-2.75;36.56;98.2;98.2;7.57;208.3;0;-999;0;-999;-999;-2.7;-.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;20;3;-999;-999;868;-2.71;36.64;97.9;97.9;10.94;204.5;-.2;-999;.1;-999;-999;-5.3;-.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;20;4;-999;-999;867;-3.03;36.28;95.8;95.8;12.15;199.5;-.3;-999;.2;-999;-999;-11;-1.3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;20;5;-999;-999;867;-3.08;36.2;90.1;90.1;9.59;190.4;-.3;-999;.3;-999;-999;-14.2;-2.7;-999;-999;2.426;.94;-9999;-999;-33.55;-33.76;-33.64;-33.69;-33.93;-34.22;-34.57;-35.16;-2.53;2.85;-999;-999;-999;1265;.7;-999;131;12.71
2020;10;20;6;-999;-999;866;-3.42;35.89;88.1;88.1;12.84;194.7;-.3;-999;.3;-999;-999;-13;-2.8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;20;7;-999;-999;865;-3.92;35.47;92.5;92.5;11.97;188.7;-.1;-999;.3;-999;-999;-11;-1.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;20;8;-999;-999;865;-4.48;34.86;93.9;93.9;11.98;185.8;-.3;-999;.1;-999;-999;-12.5;-1.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;20;9;-999;-999;864;-4.71;34.6;94.4;94.4;12.24;182.3;-.4;-999;.2;-999;-999;-17.4;-1.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;20;10;-999;-999;863;-4.17;35.12;94.9;94.9;13.25;188;3.6;-999;3.7;-999;-999;-15.1;-1.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;20;11;-999;-999;863;-3.81;35.51;93.1;93.1;13.34;194;28.1;-999;25.5;-999;-999;-17.5;-2.1;-999;-999;2.444;.943;-9999;-999;-33.55;-33.76;-33.66;-33.69;-33.98;-34.2;-34.59;-35.18;-2.64;2.64;-999;-999;-999;1266;.7;-999;130;12.71
